,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,seq_id,vehicle_type,violation_type,year
19514,21-202(h1),RED,No,No,CLINTON,No,FORD,PICK UP TK,6d81314e-d3fb-4654-bcac-472190bd282c,02 - Automobile,Citation,1998
19515,16-105(b2),WHITE,No,No,MONTGOMERY VILLAGE,No,NISSAN,SENTRA,0e347e14-1a3e-429a-bbdf-0e7f2915e381,02 - Automobile,Citation,2010
19516,21-204(d),BLUE,No,No,GERMANTOWN,No,CHEV,SUV,65741fc9-a433-4a0e-83fd-664c6425441c,02 - Automobile,Citation,2003
19517,21-801.1,BLACK,No,No,BOYDS,No,MERZ,CN,b81d2b8e-0729-430b-9706-f66b5fedaeb7,02 - Automobile,Warning,2002
19518,21-901.1(a),GRAY,No,No,WASHINGTON,No,HONDA,ACCORD,1c8e63f4-27f1-4e7d-bddb-9d271c1fa36c,02 - Automobile,Citation,2004
19519,21-801.1,BROWN,No,No,MONTGOMERY VILLAGE,No,INFI,4S,2243c7e9-558c-4611-baa0-80cf8f4d3a19,02 - Automobile,Citation,2002
19520,13-401(h),WHITE,No,No,SILVER SPRING,No,DODGE,4DR,a16f1f55-e5a9-49a5-94ef-d5136b39ae96,02 - Automobile,Citation,1999
19521,21-801(a),GREEN,No,No,GERMANTOWN,No,FORD,F150,00b1c210-d9f5-4539-a22c-0c2e6424fc9f,05 - Light Duty Truck,Citation,2007
19522,13-411(d),GRAY,No,No,SILVER SPRING,No,TOYOTA,CAMRY,fc819085-2a1f-43ee-9c1e-2c6fef804dbf,02 - Automobile,Citation,1987
19523,21-1112.1(a),RED,No,No,UPPER MARLBORO,No,FORD,FUSION,d2dedb20-2105-4387-9ce3-454850241315,02 - Automobile,Citation,2006
19524,16-303(c),BLUE,No,No,OLNEY,No,CHRYSLER,4S,04befd49-e7b1-40a2-a98b-c7b47bf522fb,02 - Automobile,Citation,2007
19525,21-201(a1),WHITE,No,No,GAITHERSBURG,No,KIA,SORENTO,043fdbbd-daaa-47d7-8c2b-c6039db1aad4,02 - Automobile,Citation,2012
19526,16-112(c),RED,No,No,POOLESVILLE,No,GMC,TK,513e5d85-fa4e-4ba5-9ed8-dad54263d2e7,05 - Light Duty Truck,Citation,1989
19527,21-801.1,SILVER,No,No,POTOMAC,No,ACURA,SUV,921b652f-af30-4239-b4ca-f83c41307917,02 - Automobile,Warning,2016
19528,16-113(h),GREEN,No,No,SILVER SPRING,No,CHEVROLET,TAHOE,6d657a8a-7c1c-4ec6-bd6d-9545e3430441,02 - Automobile,Warning,1996
19529,21-201(a1),RED,No,No,WASHINGTON,No,NISSAN,SENTRA,cce40b05-2c84-4057-9150-bbd2d54f37a4,02 - Automobile,Warning,2017
19530,21-201(a1),SILVER,No,No,SILVER SPRING,No,TOYOTA,RAV4,76f46b3d-7a21-4886-8ba9-ac6b7aa05eb6,02 - Automobile,Citation,2009
19531,16-303(h),SILVER,No,No,SILVER SPRING,No,BMW,325I,d93cb678-1adc-47cd-9d80-c8cbea48ebdf,02 - Automobile,Citation,2002
19532,21-402(a),WHITE,No,No,GAITHERSBURG,No,CHEV,SILVERADO,97fc53aa-af54-4de6-809c-2a90618c3ad5,01 - Motorcycle,Citation,2005
19533,21-902(a2),SILVER,No,No,DARNESTOWN,No,HONDA,ACCORD,c62ff24e-6e84-41bc-9289-d50f56e972ea,02 - Automobile,Citation,2007
19534,21-201(a1),BLACK,No,No,GAITHERSBURG,No,TOYOTA,SCION,2ef204ed-eb90-4af7-b485-69ba6b808361,02 - Automobile,Citation,2014
19535,16-303(h),BLACK,No,No,GERMANTOWN,No,BMW,X4,82b15fd8-7fc7-4b00-a58b-fac1be0c9ed1,02 - Automobile,Citation,2015
19536,13-409(b),YELLOW,No,No,OLNEY,No,HONDA,CBP600F4I,bac8c243-8250-42f5-82b8-44b1e9083288,01 - Motorcycle,Citation,2004
19537,21-1124.2(d2),RED,No,No,ODENTON,No,LAND ROVER,RANGE ROVER,1b11940f-596b-4398-9558-3f1b28f12a00,02 - Automobile,Citation,2006
19538,16-105(b2),"BLUE, DARK",No,No,SILVER SPRING,No,DODGE,NEON,6481b770-413a-4ccf-8547-cafa86191ba2,02 - Automobile,Citation,2000
19539,21-902(b1),RED,No,No,BURLINGTON TWP,No,CHEV,2S,8e194de0-7a8a-4ae8-8461-5d95db2e94ad,02 - Automobile,Citation,2005
19540,21-801.1,"GREEN, DK",No,No,DAMASCUS,No,VOLKS,JETTA,b2516717-ada4-479c-b9ad-a9bfb8e41b5c,02 - Automobile,Citation,2010
19541,21-801.1,BLACK,No,No,WASHINGTON,No,TOYOTA,HIGHLANDER,4c9a440f-6c0f-44ec-afd0-ffdd9b1574df,02 - Automobile,Warning,2016
19542,21-202(m),WHITE,No,No,GAITHERSBURG,No,CHEV,4S,bb0a77c4-3c31-4919-8bdc-572b6577e52d,02 - Automobile,Warning,2016
19543,13-411(f),SILVER,No,No,POTOMAC,No,HYUN,SANTE FE,296e7ebf-5a00-4c7b-b154-68d426f86137,02 - Automobile,Citation,2008
19544,16-112(c),"GREEN, DK",No,No,GAITHERSBURG,No,TOYT,VN,a2a3c190-612f-427d-b0ec-2f9f865ce885,02 - Automobile,Citation,2000
19545,16-101(a1),SILVER,Yes,No,DAMASCUS,No,HYUN,ELANTRA,8d1fc2c8-621e-4515-a85b-c83140609cab,02 - Automobile,Warning,2016
19546,13-401(h),SILVER,No,No,BERWYN HEIGHTS,No,HONDA,PILOT,ecb76c8d-9d48-4e68-b717-67abfd0cd72c,02 - Automobile,Citation,2004
19547,21-1124.1(b),GRAY,No,No,SILVER SPRING,No,NISS,SU,658dcb10-8eaa-4dfd-b743-6bebed3689c5,02 - Automobile,Citation,2006
19548,21-201(a1),BLACK,No,No,BETHESDA,No,TOYT,4S,bc02c4fc-959f-4ca6-a51b-c21410bbd2ce,02 - Automobile,Citation,2012
19549,21-204(d),GRAY,No,No,SILVER SPRING,No,FORD,EXCURSION,72a63e0b-c6f3-4a05-96b4-5b974b0f58b5,02 - Automobile,Citation,2005
19550,16-101(a),BLACK,No,No,HYATTSVILLE,No,HONDA,ACCORD,1eeef629-d52e-4ddd-80ca-c664d3bdf661,02 - Automobile,Citation,1998
19551,21-801.1,BLACK,No,No,CLARKSBURG,No,HOND,4S,930b81ab-51dd-46bb-9d94-41c3a72b4987,02 - Automobile,Citation,2001
19552,13-411(f),GRAY,No,No,GERMANTOWN,No,VW,JETTA,8ea996d3-0d82-497c-a220-b877f844836c,02 - Automobile,Citation,2014
19553,21-801.1,SILVER,No,No,GAITHERSBURG,No,NISSAN,ROGUE,6829968b-11f0-4d53-845a-125c386fa354,02 - Automobile,Citation,2016
19554,20-103(b),SILVER,No,No,POTOMAC,No,HOND,ODYSSEY,72885732-5b1f-471e-b564-301d2f4b56a2,28 - Other,Citation,1998
19555,16-303(f),BLUE,No,No,PHILADELPHIA,No,TOYOTA,RAV 4,107dfef6-adec-4b16-8e99-a58e91e39573,05 - Light Duty Truck,Citation,2007
19556,21-202(h1),RED,No,No,SILVER SPRING,No,CADI,4D,f43b2f1a-7e7b-4111-99c1-23b4ab301bd3,02 - Automobile,Citation,2008
19557,21-202(h1),BLACK,No,No,ANNAPOLIS,No,NISSAN,ALTIMA,b1f1f41c-330c-4504-9890-608b4e3d3856,02 - Automobile,Citation,2008
19558,21-902(a2),BLACK,No,No,GERMANTOWN,No,HYUNDAI,SONOTA,ec20af86-e8cd-4944-b8d4-848c3a690ac4,02 - Automobile,Citation,2011
19559,21-201(a1),"BLUE, LIGHT",No,No,BELTSVILLE,No,TOYOTA,4RUNNER,a14de4de-2c12-4c13-9aab-b83cb63c1e35,05 - Light Duty Truck,Citation,2004
19560,21-201(a1),GRAY,No,No,SILVER SPRING,No,HONDA,CIVIC,0e80304b-b268-4899-8264-aa30653ec18b,02 - Automobile,Warning,2016
19561,16-303(c),BLACK,No,No,POOLESVILLE,No,DODGE,TK,cc727968-47b7-4c59-92c1-fb1c17cf670c,02 - Automobile,Citation,2005
19562,22-412.3(b),SILVER,No,No,CHEVY CHASE,No,NISSAN,2DR,d8966120-2231-4e84-aea4-63860ed3f2ee,02 - Automobile,Citation,2005
19563,21-201(a1),GOLD,No,No,LANHAM,No,HONDA,ACCORD,c66225b5-a139-4dca-b73b-289999c7bb2c,02 - Automobile,Citation,2004
19564,21-201(a1),WHITE,No,No,HOUSTON,No,NISSAN,FRONTIER,c2189152-4d9e-48c8-9e2f-70097c185a7a,05 - Light Duty Truck,Citation,2002
19565,13-411(g),"BLUE, DARK",Yes,No,SILVER SPRING,No,VOLVO,S70,da29d8f2-f9c2-41dd-a5e2-4ea0789949ad,02 - Automobile,Citation,2000
19566,13-401(h),GRAY,No,No,MONTGOMERY VILLAGE,No,ACURA,TL,e3e3414d-fc9c-4d69-bc8c-3502e7fbe8fa,02 - Automobile,Citation,2003
19567,13-411(f),"BLUE, LIGHT",No,No,SILVER SPRING,No,HONDA,PILOT,a4820614-c1ca-4ba8-9d82-fe60c7e335f6,02 - Automobile,Citation,2006
19568,64*,GRAY,No,No,SILVER SPRING,No,TOYOTA,CAMRY,b7c59642-6c31-4669-aedd-121d513ec34a,02 - Automobile,ESERO,2007
19569,21-202(h1),GRAY,No,No,HYATTSVILLE,No,TOYOTA,CAMRY,ab9d6f0a-93fc-419c-8866-4f5f9df818ca,02 - Automobile,Citation,2002
19570,21-201(a1),WHITE,No,No,SILVER SPRING,No,HONDA,ACCORD,8daa41d1-7edb-4bfe-ab23-8978ac1b178a,02 - Automobile,Citation,2008
19571,16-303(c),"BLUE, DARK",No,No,COLUMBIA,No,INFI,SW,f4a6fe7c-2d80-4484-9d65-752e6762bf7b,02 - Automobile,Citation,2008
19572,21-801(b),WHITE,No,No,ARLINGTON,No,BMW,M6,8f4277d7-432f-4849-a6dc-8f2a6de3a449,02 - Automobile,Citation,2010
19573,21-801.1,SILVER,No,No,POOLESVILLE,No,LEXUS,RX350,0c4ce113-946a-44d8-ab8e-281606c0a93e,02 - Automobile,Warning,2007
19574,21-801(a),SILVER,No,No,BURTONSVILLE,No,TOYOTA,SIENNA,584a2ee5-a348-4f26-a293-aa572a8639f7,02 - Automobile,Warning,2011
19575,21-201(a1),WHITE,No,No,WASHINGTON,No,TOYTA,CAMRY,24765d92-1d53-422d-88b7-46b46ea9590f,02 - Automobile,Warning,2017
19576,21-801(b),SILVER,No,No,COLUMBIA,No,NISSAN,ALTIMA,6757ef92-ff99-4fe2-b9ab-bca5e33c43a3,02 - Automobile,Citation,2000
19577,13-409(b),RED,No,No,GERMANTOWN,No,TOYOTA,MATRIX,065e9b34-2570-4658-b1bb-4e0bef3f510d,02 - Automobile,Citation,2007
19578,21-201(a1),GRAY,No,No,ALEXANDRIA,No,HONDA,ACCORD,09f929c3-ca6e-43a1-98cc-eb9837a9b5ed,02 - Automobile,Warning,2014
19579,21-801.1,SILVER,No,No,CLARKSBURG,No,NISS,4S,8362790b-f82d-48b1-a421-88be75d813f8,02 - Automobile,Citation,2009
19580,16-112(c),WHITE,No,No,BETHESDA,No,VW,BEETLE,a8ef3d9b-5134-41a4-9abb-e42b8205aab3,02 - Automobile,Citation,2011
19581,21-801.1,SILVER,No,No,SILVER SPRING,No,ACURA,TSX,86d48912-06ac-4eb5-884f-926abd61b47c,02 - Automobile,Warning,2005
19582,21-801.1,BLACK,No,No,WASHINGTON,No,NISSAN,VERSA SV,ccfa4cf4-da2d-46b6-a5a1-906efb934799,02 - Automobile,Citation,2014
19583,21-309(d),BLACK,No,No,GAITHERSBURG,No,MAZDA,3,ac454b23-17dc-4740-807a-bfca509d5c45,02 - Automobile,Citation,2006
19584,16-112(c),RED,No,No,MONTGOMERY VILLAGE,No,NISSAN,LSX,08ba9bbf-bcd5-49d6-970e-67785e8d99dc,02 - Automobile,Citation,1995
19585,16-112(c),SILVER,No,No,ROCKVILLE,No,VOLVO,S60,7fddc6c2-0a67-4f8e-a850-842d26137d3b,02 - Automobile,Citation,2001
19586,21-402(a),"BLUE, DARK",No,No,HYATTSVILLE,No,CHEV,TRAILBLAZER,37a9b514-1bc6-4629-ad4c-a1209f94edd9,02 - Automobile,Citation,2002
19587,21-901.1(b),RED,No,No,GERMANTOWN,No,TOYOTA,VAN,2ca1ac50-a2cf-472f-a6fe-3d159e5f7ffc,02 - Automobile,Citation,2009
19588,21-707(a),"GREEN, DK",No,No,ROCKVILLE,No,TOYOTA,TRUCK,1eb9fd11-1866-4359-9e2a-7779e61d6d18,02 - Automobile,Citation,1999
19589,13-409(b),WHITE,No,No,EDGEWOOD,No,PONTIAC,SUNFIRE,b1615325-7a7f-4ac8-af5b-ba27995e2c62,02 - Automobile,Citation,1999
19590,16-303(c),"BLUE, DARK",No,No,LANHAM,No,JEEP,GRAND CHEROKEE,ed23d7fe-7a5f-4b89-8b37-a4e165f9712c,02 - Automobile,Citation,2005
19591,21-801.1,"GREEN, LGT",No,No,GERMANTOWN,No,SUBA,OUTBACK,143acd7b-f414-4670-9dad-b932df9bafac,02 - Automobile,Citation,2002
19592,21-402(a),"BLUE, DARK",No,No,GERMANTOWN,No,BMW,525I,9e1eb6e1-8942-4167-a48c-30d92e8e7990,02 - Automobile,Citation,2004
19593,22-412.3(c),WHITE,No,No,GAITHERSBURG,No,CHEV,TK,dee26d32-6b03-4c69-a69a-d1a0beb0d8bf,02 - Automobile,Citation,2002
19594,16-101(a),BLACK,Yes,No,HYATTSVILLE,No,FORD,TRUCK,03c9aa88-1b4d-4b4a-b520-4297b528fa66,02 - Automobile,Citation,1996
19595,21-801.1,"BLUE, DARK",No,No,GAITHERSBURG,No,ACURA,MDX,d8d8142e-9cdd-41d1-9c88-7f78b7e7a81e,02 - Automobile,Citation,2010
19596,22-412.3(c3),BLACK,No,No,BOYDS,No,TOYOTA,CAMRY,6dd3e23e-490f-43b2-8911-12f01d6d5828,02 - Automobile,Warning,2017
19597,21-601(d),SILVER,No,No,BURTONSVILLE,No,HONDA,ACCORD,aef06937-8f7b-4b9c-b8a6-d8f0139ae5fe,02 - Automobile,Citation,1997
19598,21-1124.2(d2),SILVER,No,No,SILVER SPRING,No,HYUN,ELANTRA,cbb406e3-b83f-48cc-969d-a283710fba9f,02 - Automobile,Citation,2007
19599,16-101(a),BLACK,Yes,No,GAITHERSBURG,No,NISSAN,ALTIMA,5deb487a-f3a1-4c7a-bab2-f70fb61e043d,02 - Automobile,Citation,2002
19600,21-801(b),GREEN,No,No,ROCKVILLE,No,VOLK,4S,36ac9f55-e883-412b-9e1c-33f572c0f8a8,02 - Automobile,Citation,2000
19601,21-402(a),"BLUE, DARK",No,No,BROOKEVILLE,No,MAZD,4S,6bb5a978-04db-4980-9799-0fcf99257a2a,02 - Automobile,Citation,2009
19602,21-801(b),WHITE,No,No,ANNANDALE,No,FORD,ECONOLINE,47bf1117-b3d2-45c1-9ac7-5496afbbfb93,02 - Automobile,Citation,2012
19603,21-902(a2),"BLUE, DARK",No,No,DAMASCUS,No,ACURA,INTEGRA,8b85ad21-c13f-40c0-a475-e0091166b1f4,02 - Automobile,Citation,1999
19604,21-801(b),GRAY,No,No,HYATTSVILLE,No,TOYOTA,CAMRY,ab9d6f0a-93fc-419c-8866-4f5f9df818ca,02 - Automobile,Citation,2002
19605,21-801.1,"GREEN, LGT",Yes,No,MOUNT AIRY,No,FORD,TK,bb94f8fa-bdd4-4890-9af5-adec5854dd70,02 - Automobile,Warning,2008
19606,21-402(a),GREEN,No,No,BETHESDA,No,TOYOTA,CAMRY,7f674f9d-4dad-4f42-ac6e-6995809269e5,02 - Automobile,Citation,1995
19607,16-303(c),BLACK,No,No,WESTMINSTER,No,FORD,ESCAPE,e8a3e5bb-0dea-410c-bce6-5de7005c17ea,02 - Automobile,Citation,2008
19608,21-801.1,RED,No,No,FALLS CHURCH,No,TOYT,VENZA,de4bcff8-617b-4ece-9670-9c592b0317f6,02 - Automobile,Citation,2013
19609,21-402(a),GREEN,No,No,BETHESDA,No,TOYOTA,COROLLA,77bdf85d-1a43-4dde-a05f-918b59f02797,02 - Automobile,Citation,2005
19610,21-401,BLACK,No,No,GERMANTOWN,No,CHEVY,COBALT,a9037854-2b84-483f-a063-860a523b93da,02 - Automobile,Citation,2008
19611,21-801(b),SILVER,No,No,SILVER SPRING,No,TOYT,4S,3dcb7f42-c845-47ce-a6a4-e09f376cc020,02 - Automobile,Citation,2015
19612,21-801.1,BLACK,No,No,SILVER SPRING,No,NISSAN,ALTIMA,689e190c-1593-441f-adac-1e431b5dce08,02 - Automobile,Citation,2010
19613,21-310(a),BLACK,No,No,SILVER SPRING,No,TOYOTA,PRIUS,faead450-bfa4-4129-a386-09f0e6c240bc,02 - Automobile,Citation,2016
19614,21-801.1,BLUE,No,No,MIDDLETOWN,No,TOYT,4S,fc9d4847-4eb4-4a3e-bf53-f5f626561332,02 - Automobile,Citation,2010
19615,21-201(a1),GRAY,No,No,POTOMAC,No,LEXUS,LS460,7e863ea4-4fc3-4025-9601-2d935f70c906,02 - Automobile,Citation,2008
19616,21-1104(d),"BLUE, DARK",No,No,COLUMBIA,No,INFI,SW,f4a6fe7c-2d80-4484-9d65-752e6762bf7b,02 - Automobile,Citation,2008
19617,21-801(b),BLUE,No,No,TEMPLE HILLS,No,CHEVY,COLORADO,7b24f827-62d0-4d75-929f-45be276d10a4,05 - Light Duty Truck,Citation,2005
19618,21-801.1,"GREEN, LGT",No,No,ROCKVILLE,No,HONDA,4S,8036110c-8729-45e2-b424-4a7c85bc5fb1,02 - Automobile,Citation,2013
19619,16-303(h),SILVER,No,No,BURTONSVILLE,No,JAGUAR,STYPE,f620ee4f-e7c6-46af-b70d-7ba6de0b3713,02 - Automobile,Citation,2003
19620,21-801.1,RED,No,No,ELDERSBURG,No,HOND,4S,7e835f56-a239-481a-81d0-58dd1c4659ef,02 - Automobile,Citation,1992
19621,21-902(b1),BLUE,No,No,GAITHERSBURG,No,FORD,TK,9b2989d9-4cf9-470a-98fc-8eef7ff437dd,02 - Automobile,Citation,2003
19622,22-412.2(d),GRAY,No,No,BETHESDA,No,VOLK,GOLF,9d52d360-d47f-4da2-9d5f-6dba69ce1e15,02 - Automobile,Citation,2006
19623,22-201.1,BLACK,No,No,ROCKVILLE,No,NISSAN,SENTRA,090af87f-f372-4644-96d1-b552eafbf951,02 - Automobile,Citation,2007
19624,16-112(c),RED,No,No,ROCKVILLE,No,HONDA,CRV,d7da9dea-3e3f-4dc9-8012-e488207040fe,02 - Automobile,Citation,2000
19625,16-101(a),BLUE,No,No,SILVER SPRING,No,HYUNDAI,VELOSTAR,d32edc9d-91db-4f01-b5cf-54a56164a888,02 - Automobile,Citation,2012
19626,21-502(b),N/A,No,No,LEESBURG,No,NA,NA,4ec7de58-b10c-42db-b4e9-165f474eda26,28 - Other,Citation,2014
19627,21-201(a1),GRAY,No,No,WASHINGTON,No,MERCEDES,4 DOOR,d6932a22-3f6b-4680-acb9-5c88df4e75fd,02 - Automobile,Citation,2004
19628,16-303(f),BLACK,No,No,MANASSAS,No,HONDA,ACCORD,7862fdee-feb8-41b7-9928-843c15f1585d,02 - Automobile,Citation,2006
19629,21-801.1,BLUE,No,No,COLUMBIA,No,MAZD,TK,05b95d38-8331-4f06-b5a0-c5e4815050ee,02 - Automobile,Warning,2016
19630,21-801.1,BLACK,No,No,SILVER SPRING,No,JEEP,WRANGLER,e6f22b34-f60a-4e94-8e39-da7ccbafd00f,02 - Automobile,Warning,2015
19631,16-112(c),WHITE,No,No,SILVER SPRING,No,ACURA,RL3.5,d1846a13-d9af-4d5e-af98-0ece9a7536c8,02 - Automobile,Citation,1997
19632,21-902(b1),SILVER,No,No,GAITHERSBURG,No,HONDA,ACCORD,b41b226d-5899-4d55-960c-50c3bb11d5b8,02 - Automobile,Citation,2004
19633,13-411(f),BLUE,No,No,GAITHERSBURG,No,BMW,35 XI 4DR,4c95d291-46c1-4374-9748-f12674251e6d,02 - Automobile,Citation,2008
19634,21-902(a1),SILVER,No,No,TAKOMA PARK,No,INFINITI,4S,186c9879-7afe-4597-9261-cb93fdee8d73,02 - Automobile,Citation,2005
19635,16-112(c),"GREEN, DK",Yes,No,SILVER SPRING,No,TOYOTA,COROLLA,a90ca916-942f-4d1e-853c-72fa10c8d5e2,02 - Automobile,Citation,2001
19636,21-201(a1),SILVER,No,No,BETHESDA,No,HOND,TK,16e9b52a-1996-4e60-9231-3369ac280d52,02 - Automobile,Citation,2011
19637,16-303(h),SILVER,No,No,NORTH POTOMAC,No,SAAB,SW,5a22c62c-f6d2-4589-96cd-5550c71c19e2,02 - Automobile,Citation,2001
19638,21-1124.1(b),SILVER,No,No,SILVER SPRING,No,TOYOTA,HIGHLANDER,55391cdb-215e-4099-b438-7244573ba9f3,02 - Automobile,Warning,2005
19639,21-902(d1I),BLACK,No,No,DAMASCUS,No,HYUNDAI,ELANTRA,5347709f-73ab-4141-af74-84eeafbe7b6c,02 - Automobile,Citation,2018
19640,13-411(d),GRAY,No,No,SILVER SPRING,No,SCION,TC,3c482779-8ce6-47ea-95eb-98878c6c9fdf,02 - Automobile,Citation,2011
19641,21-902(c1),GRAY,No,No,GAITHERSBURG,No,TOYOTA,CAMRY,416f3d03-9003-4f12-8d38-19e771975f5c,02 - Automobile,Citation,2010
19642,65*,GRAY,No,No,ROCKVILLE,No,HOND,TK,176ec9cf-b910-43ea-b5f1-949f2eeabeba,02 - Automobile,ESERO,2011
19643,21-402(b),RED,No,No,GERMANTOWN,No,TOYOTA,VAN,2ca1ac50-a2cf-472f-a6fe-3d159e5f7ffc,02 - Automobile,Citation,2009
19644,13-409(b),SILVER,No,No,NORTH POTOMAC,No,HONDA,ACCORD,a4fcccdb-dc3b-4311-a571-5a9a63204c4a,02 - Automobile,Warning,2009
19645,21-801(b),YELLOW,No,No,DAMASCUS,No,MAZDA,PROTEGE5,e71aa768-daaf-4e9f-84f5-e6a10a00bee4,02 - Automobile,Citation,2002
19646,21-707(a),TAN,No,No,CLARKSBURG,No,HONDA,ACCORD,d0100c63-ceaf-4d44-836a-f0f222df43af,02 - Automobile,Citation,2006
19647,16-112(c),SILVER,No,No,POTOMAC,No,CHEV,TK,f2414801-d697-4676-8191-47990a7661c8,02 - Automobile,Citation,2007
19648,16-303(c),SILVER,No,No,GAITHERSBURG,No,TOYOTA,CAMRY,9b754940-42c9-4021-802e-df817ee3560d,02 - Automobile,Citation,2013
19649,16-116(a),TAN,No,No,SILVER SPRING,No,HONDA,ACCORD,9bf617de-ff10-4333-bf04-877dcc9a9db9,02 - Automobile,Citation,2002
19650,21-707(a),BLACK,No,No,GAITHERSBURG,No,FORD,FUSION,3fcd0ccb-bc2b-4384-990a-66c9b034b4cc,02 - Automobile,Citation,2006
19651,21-707(a),GREEN,No,No,MONTGOMERY VILLAGE,No,TOYOTA,COROLLA,db545389-4b50-4f00-a841-78861041e84c,02 - Automobile,Citation,1999
19652,21-309(b),BLUE,No,No,WASHINGTON,No,DODGE,CARAVAN,13ca76b0-c2d7-4a39-9dbb-a2aa710a28d2,02 - Automobile,Citation,2005
19653,21-405(b),TAN,No,No,STAFFORD,No,JEEP,CHEROKEE,13519902-0853-414a-b172-59038db491de,02 - Automobile,Citation,1999
19654,22-412.3(b),BLACK,No,No,SILVER SPRING,No,HOND,CRV,67bf66cd-9e9d-4898-b0d6-10145352ac19,02 - Automobile,Citation,2003
19655,21-402(a),BLUE,No,No,SILVER SPRING,No,SUBARU,FORESTER,7d284de5-379e-43dd-bdff-a2fcd5c586b3,03 - Station Wagon,Citation,2008
19656,21-402(a),SILVER,No,No,MONTGOMERY VILLAGE,No,BUICK,CENTURY 4S,fe679a2e-3101-46e7-8c79-66a448ef6c36,02 - Automobile,Citation,1999
19657,21-801.1,BLACK,No,No,VIENNA,No,NISS,VAN,bdf8ef16-7b3b-4e80-9da7-269558189eb3,02 - Automobile,Warning,2019
19658,24-106(c),RED,No,No,ROCKVILLE,No,TOYOTA,TUNDRA,fc287580-f163-4aad-a143-e9da64ea8154,02 - Automobile,Citation,2011
19659,21-201(a1),RED,No,No,SILVER SPRING,No,TOYT,4S,23b65eec-fd23-43aa-99ae-2b6f41e976b5,02 - Automobile,Citation,2013
19660,21-204(b),GRAY,No,No,GERMANTOWN,No,KIA,SPORTAGE,aade9cf4-f380-47ef-9b9e-769924db4900,02 - Automobile,Citation,2015
19661,16-101(a),RED,Yes,No,SILVER SPRING,No,NISS,ALTIMA,aef9e666-ec5a-4337-aaa4-e57a46761ec8,02 - Automobile,Citation,2003
19662,21-204(d),GOLD,No,No,WASHINGTON,No,SATURN,4D,a3a7cf26-1625-4356-aae6-51ac2a2ba147,02 - Automobile,Citation,2001
19663,21-201(a1),WHITE,No,No,SILVER SPRING,No,FORD,RAM VAN,42080b81-6a33-4045-a8a2-008603ec66de,05 - Light Duty Truck,Warning,2015
19664,21-801.1,WHITE,No,No,WHEATON,No,GMC,TERRAIN,b64f7c9c-f1bc-433d-90cb-e0ed8d2b455a,02 - Automobile,Citation,2017
19665,21-801.1,GRAY,No,No,FALLS CHURCH,No,HONDA,ACCORD,bb7dec33-d445-41b3-9b96-a16a742bd077,02 - Automobile,Warning,2007
19666,21-902(b1i),BLACK,No,No,SILVER SPRING,No,TOYOTA,TUNDRA,9b0b587a-8fca-438a-80ff-2e76b45d8e94,02 - Automobile,Citation,2008
19667,21-801.1,SILVER,No,No,IJAMSVILLE,No,FORD,F150,8fbde949-a3c6-4eda-8b77-d35a1cea620e,05 - Light Duty Truck,Citation,2012
19668,21-201(a1),YELLOW,No,No,BETHESDA,No,VOLKSWAGON,BEETLE,ed5ef0c3-73ac-47e8-9610-66bc5dce5bf6,02 - Automobile,Citation,1999
19669,20-103(b),BLACK,No,No,ROCKVILLE,No,KIA,OPTIMA,0e01953c-7914-4e03-bc1f-5beadcc57b7f,02 - Automobile,Citation,2013
19670,20-103(a),WHITE,No,No,GAITHERSBURG,No,LEXS,4S,7199edac-c4db-4823-9884-bba14640f365,02 - Automobile,Citation,2000
19671,21-801.1,GRAY,No,No,MCLEAN,No,PORSCHE,SUV,9d1f7ae1-8b03-4d6b-87a6-87bef871ed76,02 - Automobile,Warning,2018
19672,21-801.1,GRAY,No,No,GAITHERSBURG,No,HONDA,CR-V,fdf97ad7-e6ab-4bfe-86e7-1520f1a06d84,02 - Automobile,Warning,2014
19673,16-303(h),GRAY,No,No,SILVER SPRING,No,LEXUS,ES 300,3e95914e-d073-4ab7-b3ac-65d3375f41b8,02 - Automobile,Citation,1997
19674,21-504(a),GRAY,No,No,CHARLOTTESVILLE,No,HONDA,CIVIC,687b9c8b-4b5e-4624-b9dc-dc1d967f3e55,02 - Automobile,Citation,2006
19675,21-801.1,SILVER,No,No,DERWOOD,No,TOYT,CAMRY,73c3e016-99f6-4d42-990d-bb8763dd0fa7,02 - Automobile,Citation,2003
19676,13-409(b),BROWN,No,No,PHILADELPHIA,No,CHEV,TRAILBLAZER,72c3e386-6cda-448e-9d2b-ea591aef63ee,02 - Automobile,Citation,2002
19677,21-1001(b),BLUE,No,No,MONTGOMERY VILLAGE,No,TOYOTA,CAMRY,12e69a89-9ab9-4f04-969d-22c011e5718f,02 - Automobile,Citation,2000
19678,13-409(b),WHITE,No,No,ADELPHI,No,FORD,F150,e7cdce54-c24b-453a-83ee-13ee72cc0295,02 - Automobile,Citation,1997
19679,21-503(c),N/A,No,No,GAITHERSBURG,No,NONE,NONE,6f24a6aa-6597-4cc4-8191-42b746fb1700,29 - Unknown,Warning,
19680,21-201(a1),BLACK,No,No,GLENN DALE,No,HONDA,CR-V,760e5600-0634-445e-8e4c-5e5de68c28dd,02 - Automobile,Citation,2008
