,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,vehicle_type,violation_type,year
1542,21-202(h1),SILVER,No,No,CHEVY CHASE,No,TOYOTA,CAMRY,02 - Automobile,Warning,2019
1543,21-801.1,BLACK,No,No,GAITHERSBURG,No,TOYOTA,4RUNNER,02 - Automobile,Citation,2007
1544,21-901.1(b),SILVER,No,No,ROCKVILLE,No,BMW,4S,02 - Automobile,Citation,2000
1545,21-801.1,BLACK,No,No,NORTH POTOMAC,No,JEEP,TK,02 - Automobile,Warning,2015
1546,64*,BLACK,No,No,SILVER SPRING,No,HYUN,SONATA,02 - Automobile,ESERO,2014
1547,21-801.1,SILVER,No,No,BETHESDA,No,TOYOTA,RAV4,02 - Automobile,Warning,2019
1548,21-801.1,RED,No,No,COLUMBIA,No,TOYOTA,SOLARA,02 - Automobile,Warning,2005
1549,21-801(b),GRAY,No,No,SILVER SPRING,No,TOYT,TACOMA,02 - Automobile,Citation,2014
1550,21-801(a),"GREEN, DK",No,No,GREAT FALLS,No,JAGUAR,F-PAC,02 - Automobile,Warning,2018
1551,21-801.1,GREEN,No,No,TOWSON,No,PONT,4S,02 - Automobile,Warning,2007
1552,21-801.1,WHITE,No,No,LAUREL,No,LEXUS,RX350,05 - Light Duty Truck,Warning,2017
1553,21-801(b),SILVER,No,No,BETHESDA,No,TOYOTA,COROLLA,02 - Automobile,Citation,2020
1554,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYT,SIENNA,02 - Automobile,Warning,2000
1555,21-801(a),BLACK,No,No,BETHESDA,No,YAMAHA,MC,01 - Motorcycle,Warning,2018
1556,21-801.1,BLACK,No,No,GLENN DALE,No,TOYOTA,CAMRY,02 - Automobile,Citation,2017
1557,21-801.1,BLACK,No,No,GAITHERSBURG,No,ACURA,MDX,02 - Automobile,Warning,2005
1558,11-392.2,RED,Yes,No,SILVER SPRING,No,KENWORTH,DUMP TK,06 - Heavy Duty Truck,Citation,2000
1559,21-801.1,SILVER,No,No,GERMANTOWN,No,TOYOTA,RAV4,02 - Automobile,Warning,2001
1560,21-801(b),GRAY,No,No,HYATTSVILLE,No,ACURA,4S,02 - Automobile,Citation,2006
1561,16-112(c),SILVER,No,No,DAMASCUS,No,TOYTOA,TACOMA,05 - Light Duty Truck,Warning,2000
1562,21-309(b),GRAY,No,No,SILVER SPRING,No,TOYOTA,4S,02 - Automobile,Warning,2014
1563,21-801.1,"BLUE, DARK",No,No,BOYDS,No,LEXUS,4S,02 - Automobile,Citation,2009
1564,21-801.1,SILVER,No,No,GAITHERSBURG,No,TOYOTA,4 RUNNER,02 - Automobile,Warning,2011
1565,21-1003(aa),GOLD,No,No,NONE,No,CADI,4D,02 - Automobile,Warning,2008
1566,21-405(e2I),SILVER,No,No,CHEVY CHASE,No,HONDA,CIVIC,02 - Automobile,Warning,2008
1567,21-707(a),BLACK,No,No,MCLEAN,No,TOYT,4RUNNER,02 - Automobile,Warning,2017
1568,21-801.1,BLACK,No,No,NORTH POTOMAC,No,BMW,550I,02 - Automobile,Warning,2016
1569,21-801.1,GRAY,No,No,MARTINSBURG,No,FORD,4S,02 - Automobile,Warning,2019
1570,17-107(a1),BLACK,No,No,CLARKSBURG,No,NISSAN,MAXIMA,02 - Automobile,Citation,2014
1571,22-204(f),BLUE,No,No,SILVER SPRING,No,DODG,TK,02 - Automobile,Warning,2001
1572,21-201(a1),GRAY,No,No,SILVER SPRING,No,FORD,FOCUS,02 - Automobile,Warning,2016
1573,22-203(b),ORANGE,No,No,SILVER SPRING,No,KIA,4S,02 - Automobile,Warning,2008
1574,20-103(a),GRAY,Yes,No,SILVER SPRING,No,KIA,4S,02 - Automobile,Citation,2007
1575,21-801.1,BLACK,Yes,No,ONEIDA,No,DODGE,RAM,05 - Light Duty Truck,Warning,2014
1576,21-801.1,BLUE,No,No,SILVER SPRING,No,HONDA,PILOT,02 - Automobile,Warning,2012
1577,21-201(a1),BLACK,No,No,GERMANTOWN,No,NISSAN,SENTRA,02 - Automobile,Warning,2018
1578,21-1124.2(d2),SILVER,No,No,PITTSBURGH,No,HYUNDAI,ELANTRA,02 - Automobile,Citation,2008
1579,21-201(a1),RED,Yes,No,GERMANTOWN,No,FORD,HATCH,02 - Automobile,Warning,2013
1580,21-1124.1(b),SILVER,No,No,GERMANTOWN,No,TOYOTA,SUV,02 - Automobile,Warning,2011
1581,22-412.2(d),BLUE,No,No,GAITHERSBURG,No,FORD,F150,02 - Automobile,Warning,2016
1582,16-303(c),GOLD,No,No,HAGERSTOWN,No,TOYOTA,CAMRY,02 - Automobile,Citation,2006
1583,23-104,TAN,No,No,SILVER SPRING,No,NISS,4S,02 - Automobile,Warning,2004
1584,16-105(b1),TAN,No,No,HYATTSVILLE,No,CHRY,T AND C,05 - Light Duty Truck,Citation,2002
1585,21-801.1,WHITE,No,No,LUSBY,No,TOYOTA,HIGHLANDER,05 - Light Duty Truck,Warning,2018
1586,11-393.9,WHITE,No,No,SILVER SPRING,No,FORD,TK,05 - Light Duty Truck,Warning,1996
1587,22-406(i1),BLACK,No,No,GERMANTOWN,No,HYUN,EQUUS,02 - Automobile,Warning,2016
1588,21-801(b),SILVER,No,No,GAITHERSBURG,No,KIA,4S,02 - Automobile,Citation,2015
1589,21-309(b),GRAY,No,No,NORTH BETHESDA,No,NISS,4S,02 - Automobile,Warning,2016
1590,21-1003(aa),RED,No,No,ROCKVILLE,No,HONDA,CIVIC,02 - Automobile,Citation,2007
1591,21-801.1,WHITE,No,No,HYATTSVILLE,No,FORD,TK,05 - Light Duty Truck,Warning,2015
1592,11-393.43,WHITE,No,No,LIBERTYTOWN,No,FORD,F550,05 - Light Duty Truck,Warning,2003
1593,21-801.1,RED,No,No,WASHINGTON,No,BMW,4S,02 - Automobile,Citation,2014
1594,22-204(f),WHITE,No,No,POTOMAC,No,VOLV,4S,02 - Automobile,Warning,2006
1595,13-401(h),WHITE,No,No,HYATTSVILLE,No,GMC,TK,02 - Automobile,Citation,2007
1596,21-801.1,RED,No,No,SYKESVILLE,No,CHEV,TK,05 - Light Duty Truck,Warning,2016
1597,21-801.1,GRAY,No,No,SILVER SPRING,No,HOND,4S,02 - Automobile,Citation,2017
1598,22-219(a),PURPLE,No,No,BELTSVILLE,No,MAZDA,6,02 - Automobile,Warning,2006
1599,13-401(h),BLACK,No,No,HYATTSVILLE,No,TOYOTA,TK,02 - Automobile,Citation,2015
1600,21-201(a1),BLUE,No,No,SILVER SPRING,No,TOYT,CAMRY 4S,02 - Automobile,Warning,1998
1601,21-902(a1i),TAN,No,No,SILVER SPRING,No,ACURA,TL,02 - Automobile,Citation,2000
1602,22-209(b),BLACK,No,No,POTOMAC,No,RANG,TK,02 - Automobile,Warning,2006
1603,21-1124.2(d2),SILVER,No,No,RIVERDALE,No,TOYT,HIGHLANDER,02 - Automobile,Warning,2013
1604,21-801.1,SILVER,No,No,GAITHERSBURG,No,BMW,SUV,02 - Automobile,Citation,2012
1605,21-801(a),RED,No,No,FALLS CHURCH,No,MAZDA,3,02 - Automobile,Warning,2015
1606,21-1124.2(d2),SILVER,No,No,ROCKVILLE,No,LEXUS,4D,02 - Automobile,Warning,2007
1607,22-406(i1),BLACK,No,No,SILVER SPRING,No,TOYT,4S,02 - Automobile,Warning,2015
1608,21-902(d1i),SILVER,No,No,SILVER SPRING,No,AUDI,4S,02 - Automobile,Citation,2016
1609,21-801.1,GRAY,No,No,GERMANTOWN,No,TIYITA,RAV4,02 - Automobile,Warning,2012
1610,21-402(a),BLUE,No,No,FREDERICK,No,CHEV,MALIBU,02 - Automobile,Citation,2012
1611,21-309(b),BLACK,Yes,No,GAITHERSBURG,No,YAMAHA,UNK,01 - Motorcycle,Warning,2012
1612,21-1003(aa),GOLD,No,No,NONE,No,TOYOTA,SIENNA,02 - Automobile,Warning,2004
1613,22-412.3(b),GRAY,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Warning,2015
1614,16-116(a),SILVER,No,No,GERMANTOWN,No,HYUNDAI,ELANTRA,02 - Automobile,Citation,2017
1615,21-202(h2),BLACK,No,No,WASHINGTON,No,FORD,FUSION,02 - Automobile,Citation,2019
1616,21-405(e2I),WHITE,No,No,MANASSAS,No,TOYOTA,TRUCK,02 - Automobile,Warning,2013
1617,21-707(a),GRAY,No,No,ROCKVILLE,No,HYUNDAI,KONA,02 - Automobile,Warning,2019
1618,13-414(a),BEIGE,No,No,BETHESDA,No,LEXUS,4S,02 - Automobile,Warning,2013
1619,21-801.1,WHITE,No,No,NORTH POTOMAC,No,NISS,ROGUE,28 - Other,Warning,2017
1620,21-901.1(a),SILVER,No,No,GAITHERSBURG,No,HYUNDAI,4D,02 - Automobile,Citation,2019
1621,21-309(d),BLACK,No,No,WASHINGTON,No,NISSAN,ALTIMA,02 - Automobile,Warning,2009
1622,21-901.1(b),BLUE,No,No,CLIFFSIDE PK,No,YAMAHA,YZF,01 - Motorcycle,Warning,2018
1623,16-116(a),SILVER,No,No,SILVER SPRING,No,GMC,ENVOY,02 - Automobile,Warning,2005
1624,21-202(h1),WHITE,No,No,WASHINGTON,No,FORD,FOCUS,02 - Automobile,Citation,2015
1625,13-409(b),GRAY,No,No,SILVER SPRING,No,MINI,COOPER,02 - Automobile,Warning,2011
1626,21-801.1,MAROON,No,No,HYATTSVILLE,No,FORD,TK,05 - Light Duty Truck,Citation,2004
1627,21-801.1,SILVER,No,No,ROCKVILLE,No,CHEVY,EQUINOX,02 - Automobile,Warning,2019
1628,13-415(a),BLACK,No,No,BETHESDA,No,CHEVROLET,TAHOE,02 - Automobile,Warning,2016
1629,22-201.1,SILVER,No,No,SILVER SPRING,No,CHEV,SILVERADO,02 - Automobile,Warning,2008
1630,21-801.1,SILVER,No,No,GERMANTOWN,No,JEEP,LIMITED,02 - Automobile,Warning,2014
1631,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYOTA,COROLLA,02 - Automobile,Citation,2006
1632,64*,SILVER,No,No,FORT WASHINGTON,No,CHEVY,EQUINOX,02 - Automobile,ESERO,2005
1633,21-707(a),BLACK,No,No,BETHESDA,No,LEXS,ES350,02 - Automobile,Warning,2018
1634,21-801.1,BLUE,No,No,WASHINGTON,No,VW,4S,02 - Automobile,Citation,2009
1635,21-201(a1),SILVER,No,No,GERMANTOWN,No,HOND,ACCORD,02 - Automobile,Warning,2013
1636,13-409(b),SILVER,No,No,ROCKVILLE,No,BMW,4S,02 - Automobile,Warning,2000
1637,21-204(d),WHITE,No,No,SILVER SPRING,No,LEXUS,RX350,02 - Automobile,Warning,2013
1638,16-112(c),SILVER,No,No,GAITHERSBURG,No,CHEVY,IMPALA,02 - Automobile,Citation,2010
1639,21-201(a1),RED,No,No,MONTGOMERY VILLAGE,No,HONDA,CIVIC,02 - Automobile,Warning,2019
1640,21-901.1(b),WHITE,No,No,HYATTSVILLE,No,FORD,E250,02 - Automobile,Warning,2002
1641,21-801(a),WHITE,No,No,BOWIE,No,LAND ROVER,RANGE ROVER,02 - Automobile,Warning,2017
1642,13-409(b),WHITE,No,No,CLARKSBURG,No,FORD,MUSTANG GT,02 - Automobile,Warning,2019
1643,20-105.1,WHITE,No,No,NORTH BETHESDA,No,JEEP,WRANGLER,05 - Light Duty Truck,Citation,2017
1644,16-101(a1),BLUE,No,No,GERMANTOWN,No,MBW,TK,02 - Automobile,Citation,2014
1645,21-801.1,GRAY,No,No,POTOMAC,No,BMW,325CI,02 - Automobile,Warning,2005
1646,21-801.1,BLACK,No,No,ROCKVILLE,No,TOYOTA,SIENNA,02 - Automobile,Warning,2015
1647,21-801.1,BLACK,No,No,BARNSVILLE,No,JEEP,TK,05 - Light Duty Truck,Warning,2016
1648,21-902(a1ii),WHITE,No,No,ELKRIDGE,No,TOYOTA,TACOMA,05 - Light Duty Truck,Citation,2007
1649,21-801.1,"BLUE, DARK",No,No,SILVER SPRING,No,TOYT,SIENNA,05 - Light Duty Truck,Citation,2012
1650,21-309(b),GRAY,No,No,ROCKVILLE,No,TOYOTA,4S,02 - Automobile,Citation,2018
1651,17-104.2(b2),"BLUE, DARK",No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,Warning,2009
1652,21-801(b),SILVER,No,No,ROCKVILLE,No,VOLKS,GOLF,02 - Automobile,Citation,2017
1653,21-801.1,WHITE,No,No,SILVER SPRING,No,HONDA,CIVIC 4DR,02 - Automobile,Citation,2017
1654,17-104.2(b2),GOLD,No,No,GAITHERSBURG,No,LEXUS,LX570,02 - Automobile,Warning,2008
1655,21-801.1,WHITE,Yes,No,MONROVIA,No,FORD,P/U,02 - Automobile,Warning,2017
1656,17-104.2(b2),BLACK,No,No,LAUREL,No,CHEVROLET,SUBURBAN,02 - Automobile,Warning,2017
1657,16-303(h),BLUE,No,No,IJAMSVILLE,No,VW,PASSAT,02 - Automobile,Citation,2015
1658,21-801.1,BLACK,No,No,GLENWOOD,No,FORD,TRK,05 - Light Duty Truck,Warning,2015
1659,21-801.1,BLUE,No,No,DARIEN,No,TOYOTA,COROLLA,02 - Automobile,Warning,2016
1660,13-401(b1),SILVER,No,No,CHEVY CHASE,No,HYUNDAI,SONATA,02 - Automobile,Warning,2006
1661,21-801.1,WHITE,No,No,TAYLOR,No,CHEVROLET,SW,02 - Automobile,Warning,2015
1662,13-409(b),BLACK,No,No,SILVER SPRING,No,CHEVROLET,CRUZE,02 - Automobile,Warning,2014
1663,13-411(c1),GREEN,No,No,SILVER SPRING,No,HOND,4S,02 - Automobile,Warning,2000
1664,21-1003(j),WHITE,No,No,TULSA,No,DODG,JOURNEY CROSSRO,02 - Automobile,Warning,2018
1665,16-112(c),WHITE,No,No,BETHESDA,No,ACURA,MDX,02 - Automobile,Citation,2016
1666,78*,WHITE,No,No,SILVER SPRING,No,FORD,TK,05 - Light Duty Truck,ESERO,1996
1667,13-703(g),BLUE,No,No,MONTGOMERY VILLAGE,No,FORD,MUSTANG - CV,02 - Automobile,Citation,2006
1668,21-801.1,SILVER,No,No,WASHINGTON,No,NISSAN,CUBE,02 - Automobile,Warning,2013
1669,21-801.1,BLACK,No,No,HYATTSVILLE,No,CHEV,TAHOE,02 - Automobile,Citation,2008
1670,21-902(b1i),WHITE,No,No,FULTON,No,MERCEDES,4S,02 - Automobile,Citation,2014
1671,13-409(b),GRAY,No,No,NORTH POTOMAC,No,NISSAN,4D,02 - Automobile,Citation,2015
1672,87*,WHITE,No,No,GERMANTOWN,No,FORD,F550,05 - Light Duty Truck,ESERO,2011
1673,21-309(b),GOLD,No,No,BROOKEVILLE,No,HONDA,CRV,02 - Automobile,Warning,2006
1674,13-409(b),GRAY,No,No,SILVER SPRING,No,KIA,OPTIMA,02 - Automobile,Citation,2013
1675,21-801.1,BLACK,No,No,MCLEAN,No,MERZ,GL450,02 - Automobile,Warning,2015
1676,21-204(b),GRAY,No,No,SILVER SPRING,No,FORD,FUSION,02 - Automobile,Warning,2016
1677,21-201(a1),RED,No,No,SILVER SPRING,No,SUBARU,SW,02 - Automobile,Warning,2015
1678,20-105.1,MAROON,No,No,ADELPHI,No,TOYT,4S,02 - Automobile,Citation,2006
1679,13-409(b),BLACK,No,No,SILVER SPRING,No,JEEP,TRK,02 - Automobile,Citation,2018
1680,21-1003(aa),BLACK,Yes,No,N/A,No,AUDI,A4,02 - Automobile,Warning,2012
1681,13-401(h),TAN,No,No,BETHESDA,No,HOND,4S,02 - Automobile,Citation,2004
1682,21-707(a),GRAY,No,No,MOUNT AIRY,No,HOND,CIVIC,02 - Automobile,Warning,2019
1683,21-707(a),GRAY,No,No,POTOMAC,No,JEEP,TK,02 - Automobile,Citation,1996
1684,13-409(b),GRAY,No,No,HYATTSVILLE,No,KIA,SEDONA,28 - Other,Citation,2016
1685,16-101(a1),TAN,No,No,BETHESDA,No,VOLK,4S,02 - Automobile,Citation,1995
1686,21-1124.1(b),SILVER,No,No,GAITHERSBURG,No,TOYOTA,COROLLA,02 - Automobile,Citation,2017
1687,21-308(a),GRAY,No,No,LAUREL,No,CHEVY,MALIBU,02 - Automobile,Warning,2011
1688,21-801(a),SILVER,No,No,LAUREL,No,HOND,VN,02 - Automobile,Warning,2007
1689,22-412.2(d),SILVER,No,No,TAKOMA PARK,No,HONDA,ACCORD,02 - Automobile,Warning,2000
1690,21-801.1,SILVER,No,No,GAITHERSBURG,No,ACURA,TLX 4S,02 - Automobile,Citation,2016
1691,13-411(f),SILVER,No,No,SILVER SPRING,No,GMC,ENVOY,02 - Automobile,Citation,2005
1692,17-104.2(b1),GRAY,No,No,GAITHERSBURG,No,TOYOTA,SCION TC,02 - Automobile,Citation,2005
1693,22-406(b),WHITE,No,No,MONTGOMERY VILLAGE,No,FORD,E350,02 - Automobile,Warning,2007
1694,25-202(a1),"GREEN, DK",No,No,UNKNOWN,No,CHEV,SU,02 - Automobile,Warning,2003
1695,21-801(b),GOLD,No,No,LAUREL,No,HONDA,ACCORD,01 - Motorcycle,Citation,2004
1696,17-104.2(b2),ORANGE,No,No,GAITHERSBURG,No,SCION,TC,02 - Automobile,Warning,2015
1697,22-406(i1),BLACK,No,No,MONTGOMERY VILLAGE,No,BMW,TK,02 - Automobile,Warning,2015
1698,21-801.1,"BLUE, LIGHT",No,No,SILVER SPRING,No,MAZD,CX9,05 - Light Duty Truck,Warning,2014
1699,21-801.1,BLACK,No,No,OXON HILL,No,JEEP,4DR,02 - Automobile,Warning,2017
1700,21-801.1,GRAY,No,No,SILVER SPRING,No,HOND,4S,02 - Automobile,Citation,2014
1701,21-309(b),SILVER,No,No,WASHINGTON,No,TOYOTA,RAV4,02 - Automobile,Warning,2010
1702,22-412.3(b),WHITE,No,No,GAITHERSBURG,No,JEEP,SUV,03 - Station Wagon,Warning,2012
1703,21-304(c),RED,No,No,FREDERICK,No,HONDA,MC,02 - Automobile,Warning,2002
1704,21-801.1,WHITE,No,No,ROCKVILLE,No,TOYT,TK,05 - Light Duty Truck,Citation,2006
1705,21-201(a1),BLUE,No,No,GERMANTOWN,No,VW,JETTA,02 - Automobile,Citation,2019
1706,21-801(b),SILVER,No,No,GAITHERSBURG,No,NISS,4S,02 - Automobile,Citation,2006
1707,21-201(a1),RED,No,No,SILVER SPRING,No,HOND,TK,02 - Automobile,Warning,2005
1708,13-401(h),BLACK,No,No,BOYDS,No,HOND,ACCORD,02 - Automobile,Citation,2010
1709,21-201(a1),BROWN,No,No,MONTGOMERY VILLAGE,No,HOND,SU,02 - Automobile,Warning,2011
1710,13-409(b),BLACK,No,No,SILVER SPRING,No,MERCEDES,E350,02 - Automobile,Warning,2014
1711,23-104,RED,No,No,TAKOMA PARK,No,HYUNDAI,SONATA,02 - Automobile,Warning,2015
1712,13-411(c2),GREEN,No,No,WASHINGTON,No,MITSUBISHI,MIRAGE,02 - Automobile,Warning,2014
1713,21-1120(c),GREEN,No,No,GERMANTOWN,No,DODGE,NEON,02 - Automobile,Warning,2002
1714,21-801.1,WHITE,No,No,GERMANTOWN,No,CHEV,TK,02 - Automobile,Warning,2015
1715,21-801(a),SILVER,No,No,WORCESTER,No,NISSAN,MAXIMA,02 - Automobile,Warning,2016
1716,21-201(a1),WHITE,No,No,SILVER SPRING,No,MERCEDES BENZ,GLK350,02 - Automobile,Citation,2011
1717,21-201(a1),"BLUE, DARK",No,No,GAITHERSBURG,No,FORD,VAN,02 - Automobile,Citation,2006
1718,13-411(d),WHITE,No,No,SILVER SPRING,No,NISSAN,ALTIMA,02 - Automobile,Warning,2014
1719,21-801.1,GOLD,No,No,SILVER SPRING,No,TOYOTA,COROLLA,02 - Automobile,Warning,2003
1720,20-103(a),BLACK,No,No,BURTONSVILLE,No,CHEVROLET,SUBURBAN,02 - Automobile,Citation,2003
1721,16-101(a1),RED,No,No,TAKOMA PARK,No,CHEVY,COBALT,02 - Automobile,Citation,2007
1722,21-801.1,SILVER,No,No,ROCKVILLE,No,TOYOTA,YARIS,02 - Automobile,Warning,2007
1723,20-105.1,GOLD,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Citation,2009
1724,21-901.1(b),WHITE,No,No,SILVER SPRING,No,HYUN,ACCENT,02 - Automobile,Citation,2015
1725,21-1124.2(d2),RED,No,No,CONOWINGO,No,DODG,MAGNUM SW,03 - Station Wagon,Warning,2005
1726,21-801.1,GRAY,No,No,POOLESVILLE,No,JEEP,TK,02 - Automobile,Citation,2019
1727,21-801(a),BLACK,No,No,COLUMBIA,No,HYUNDAI,TUCSON,02 - Automobile,Warning,2012
1728,21-801.1,SILVER,No,No,WASHINGTON,No,TOYOTA,SIENNA,02 - Automobile,Citation,2014
1729,61,BLACK,No,No,SILVER SPRING,No,NISS,4S SENTRA,02 - Automobile,ESERO,2015
1730,21-801.1,SILVER,No,No,CHEVY CHASE,No,TOYOTA,CAMRY,02 - Automobile,Warning,2019
1731,21-801.1,BLACK,No,No,TAKOMA PARK,No,TOYOTA,AVALON,02 - Automobile,Citation,2013
1732,21-801(b),BLUE,No,No,LARGO,No,HYUN,TUCZON,02 - Automobile,Citation,2016
1733,22-406(i1),GRAY,No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,Warning,2005
1734,21-201(a1),BLACK,No,No,GAITHERSBURG,No,AUDI,4S,02 - Automobile,Citation,2008
1735,21-901.1(a),BROWN,No,No,GLENARDEN,No,NISSAN,ALTIMA,02 - Automobile,Citation,2013
1736,21-901.1(b),YELLOW,No,No,ELKRIDGE,No,GMC,SAVANA,05 - Light Duty Truck,Citation,2017
1737,13-409(b),GREEN,No,No,HYATTSVILLE,No,SUBARU,IMPREZA,02 - Automobile,Citation,2000
1738,21-801(b),GRAY,No,No,SILVER SPRING,No,HONDA,CRV,02 - Automobile,Citation,2011
1739,21-801.1,RED,No,No,NEW MARKET,No,FORD,FOCUS,02 - Automobile,Warning,2000
1740,21-801.1,BLACK,No,No,LA PLATA,No,FORD,4S FUSION,02 - Automobile,Citation,2014
1741,21-309(d),SILVER,No,No,GLENN DALE,No,TOYOTA,4D,02 - Automobile,Warning,2015
1742,55*,GRAY,No,No,SILVER SPRING,No,TOYT,RAV 4 SW,02 - Automobile,ESERO,2015
1743,21-801.1,BLACK,No,No,ROCKVILLE,No,HOND,SW,02 - Automobile,Warning,2014
1744,21-801.1,BLACK,No,No,GAITHERSBURG,No,TOYOTA,COROLLA,02 - Automobile,Citation,2014
1745,21-801.1,BLACK,No,No,DUNDALK,No,CHEVY,2S,02 - Automobile,Warning,2010
1746,16-112(c),SILVER,No,No,GERMANTOWN,No,HONDA,CRV,02 - Automobile,Warning,2006
1747,21-902(a1ii),BLACK,No,No,SYKESVILLE,No,VOLKS,GLI,02 - Automobile,Citation,2012
1748,13-411(f),BLACK,No,No,GAITHERSBURG,No,HONDA,CIVIC,02 - Automobile,Citation,2000
1749,21-301(a),SILVER,No,No,BRONX,No,VOLKSWAGON,PASSAT,02 - Automobile,Warning,2004
1750,55*,WHITE,No,No,SILVER SPRING,No,CHRY,TOWN & COUNTRY,02 - Automobile,ESERO,2008
1751,16-112(c),RED,No,No,SILVER SPRING,No,TOYOTA,4S,02 - Automobile,Citation,2004
1752,20-105(a),BLACK,No,No,SILVER SPRING,No,CHRYSLER,200C,02 - Automobile,Citation,2015
1753,13-411(d),BLACK,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Citation,2007
1754,21-801.1,WHITE,No,No,SILVER SPRING,No,MERZ,GLE43 AMG SUV,03 - Station Wagon,Citation,2019
1755,22-406(i1),SILVER,No,No,BURTONSVILLE,No,HOND,VN,02 - Automobile,Warning,2007
1756,21-707(a),BLACK,No,No,CHEVY CHASE,No,MERZ,TK,02 - Automobile,Warning,2011
1757,21-801.1,WHITE,No,No,ROCKVILLE,No,AUDI,4S,02 - Automobile,Citation,2018
1758,21-801.1,BLACK,Yes,No,SILVER SPRING,No,VOLKS,JETTA,02 - Automobile,Warning,2003
1759,16-112(c),GRAY,No,No,LAUREL,No,FORD,F150,05 - Light Duty Truck,Warning,2005
1760,13-401(h),WHITE,No,No,GAITHERSBURG,No,VOLK,EOS,02 - Automobile,Warning,2009
1761,61,BLACK,No,No,SILVER SPRING,No,MAZDA,3 HATCHBACK,03 - Station Wagon,ESERO,2013
1762,21-801.1,BLACK,No,No,BOYDS,No,MERZ,CN,02 - Automobile,Citation,2005
1763,21-801.1,"BLUE, DARK",No,No,SILVER SPRING,No,VOLK,PASSAT,02 - Automobile,Warning,2019
1764,64*,GRAY,No,No,KENSINGTON,No,KIA,SOUL,02 - Automobile,ESERO,2011
1765,13-409(b),RED,No,No,SILVER SPRING,No,FORD,FUSION,02 - Automobile,Warning,2010
1766,13-409(b),WHITE,No,No,GAITHERSBURG,No,JEEP,TK,02 - Automobile,Warning,2019
1767,21-801.1,WHITE,No,No,POOLESVILLE,No,FORD,EXCURSION,02 - Automobile,Warning,2003
1768,23-104,RED,No,No,SILVER SPRING,No,DODG,4S,02 - Automobile,Warning,2013
1769,11-390.21,WHITE,No,No,GERMANTOWN,No,FORD,TK,05 - Light Duty Truck,Warning,2001
1770,13-409(b),BLACK,No,No,SILVER SPRING,No,NISSAN,4D,02 - Automobile,Warning,2010
1771,13-409(b),WHITE,No,No,ALEXANDRIA,No,ACURA,RDX,02 - Automobile,Warning,2012
1772,22-412.3(b),SILVER,No,No,SILVER SPRING,No,TOYOTA,SIENNA,02 - Automobile,Warning,2014
1773,21-801.1,BLACK,No,No,ARLINGTON,No,DUCATI,MC,01 - Motorcycle,Warning,2017
1774,16-305(b),N/A,No,No,SILVER SPRING,No,NONE,NONE,29 - Unknown,Warning,
1775,21-204(b),BLACK,No,No,BETHESDA,No,MITS,TK,02 - Automobile,Warning,2019
1776,21-801.1,BLUE,No,No,UPPER MARLBORO,No,HONDA,2S,02 - Automobile,Citation,2014
1777,16-101(a1),WHITE,No,No,BELTSVILLE,No,DODG,TK PU,05 - Light Duty Truck,Warning,2001
1778,13-411(c2),BLUE,No,No,WASHINGTON,No,HARLEY DAVIDSON,MC,01 - Motorcycle,Warning,2015
1779,21-801.1,WHITE,No,No,SILVER SPRING,No,NISSAN,XTERRA,02 - Automobile,Warning,2006
1780,16-303(h),SILVER,No,No,GAITHERSBURG,No,FORD,ESCAPE,02 - Automobile,Citation,2012
1781,21-1124.2(d2),SILVER,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Citation,2017
1782,21-801.1,GRAY,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Citation,2016
1783,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYOTA,HIGHLANDER,02 - Automobile,Warning,2017
1784,21-1003(j),GOLD,No,No,SILVER SPRING,No,NISS,4S,02 - Automobile,Warning,2006
1785,23-104,GOLD,No,No,CLARKSBURG,No,CADI,4S,02 - Automobile,Warning,1995
1786,21-801.1,BLACK,No,No,BURTONSVILLE,No,CHEVY,IMPALA,02 - Automobile,Citation,2018
1787,13-401(h),WHITE,No,No,FREDERICK,No,INTL,DS,05 - Light Duty Truck,Warning,2002
1788,16-112(c),SILVER,No,No,GERMANTOWN,No,JEEP,TK,02 - Automobile,Citation,2009
1789,21-801.1,GRAY,No,No,COLUMBIA,No,VOLK,4S,02 - Automobile,Warning,2009
1790,21-309(b),RED,No,No,NORTH POTOMAC,No,TOYOTA,4D,02 - Automobile,Warning,2010
1791,23-104,BLACK,No,No,FREDERICK,No,NISSAN,ALTIMA,02 - Automobile,Warning,2006
1792,21-1124.2(d2),GOLD,No,No,GAITHERSBURG,No,HOND,PILOT,02 - Automobile,Warning,2008
1793,21-314(b),RED,No,No,BALTIMORE,No,HONDA,SUV,02 - Automobile,Citation,2004
1794,21-1124.2(d2),WHITE,Yes,No,WASHINGTON,No,FREIGHTLINER,BOX TRUCK,06 - Heavy Duty Truck,Warning,2019
